,screen_name,lang,created_at,fav_count,retweet_count,text,location
76,Ai_Ritonga,in,2020-10-02 15:40:56,0,0,"Saya gapeduli mau akhyar nasution atau bobby nasution jadi walkot medan,  karena saya deli serdang 😂",Medan
77,AminSiregar75,in,2020-10-02 15:39:49,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",Jawa Barat
78,EsJorong,in,2020-10-02 15:37:38,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…","Jorong, Kalsel"
79,sinsin712,in,2020-10-02 15:37:32,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…","Medan Kota, Indonesia"
80,Widyaisback,in,2020-10-02 15:26:35,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",Everywhere in the world
81,hemmajasiii,in,2020-10-02 15:21:45,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…","Kota Padang, Sumatera Barat"
82,ReynaL_09,in,2020-10-02 15:17:47,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
83,santosonya_saja,in,2020-10-02 15:17:07,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
84,Ongkiong,in,2020-10-02 15:14:26,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",timbuktu
85,Ek4_Puspita,in,2020-10-02 15:12:22,0,42,"RT @LOVE_AG4EVER: Makin keren ajah neh ayah Naen, Buya  atau buaya...????🤪🤪😂😂
Ayah Naen Bela  Akhyar Nasution
Aku bela Anak Muda cerdas Ins…","Jawa Tengah, Indonesia"
86,viinzzx,in,2020-10-02 15:10:57,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",Indonesia
87,Erryx3,in,2020-10-02 15:09:19,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
